"","ID","cell"
"184",17,214660593
"185",17,214682184
"186",17,214682185
"187",17,214703776
"188",17,214703777
"189",17,214725368
"190",18,215178620
"191",18,215178621
"192",18,215178622
"193",18,215200212
"194",18,215200213
"195",18,215200214
"196",18,215221804
"197",18,215221805
"198",18,215221806
"199",19,216625464
"200",19,216647056
"201",19,216647057
"202",19,216647058
"203",19,216668648
"204",19,216668649
"205",19,216668650
"206",19,216690239
"207",19,216690240
"208",19,216690241
"209",19,216690242
"210",19,216690243
"211",20,216884426
"212",20,216906016
"213",20,216906017
"214",20,216906018
"215",20,216906019
"216",21,216884416
"217",21,216884417
"218",21,216884418
"219",21,216906006
"220",21,216906007
"221",21,216906008
"222",21,216906009
"223",21,216906010
"224",21,216927600
"225",21,216927601
"226",21,216927602
"227",22,216949197
"228",22,216949198
"229",22,216949203
"230",22,216949204
"231",22,216949205
"232",22,216970790
"233",22,216970791
"234",22,216970792
"235",22,216970793
"236",22,216970794
"237",22,216970795
"238",22,216970796
"239",22,216970797
"240",22,216992382
"241",22,216992383
"242",22,216992384
"243",22,216992385
"244",22,216992386
"245",22,216992387
"246",22,216992388
"247",22,216992389
"248",22,217013972
"249",22,217013973
"250",22,217013974
"251",22,217013975
"252",22,217013976
"253",22,217013977
"254",22,217013978
"255",22,217013980
"256",22,217013981
"257",22,217035571
"258",22,217035572
"259",22,217057163
"260",23,217121938
"261",23,217121939
"262",23,217143529
"263",23,217143530
"264",23,217143531
"265",23,217165121
"266",23,217165122
"267",23,217186713
"268",24,221289331
"269",24,221289332
"270",24,221310922
"271",24,221310924
"272",24,221310925
"273",24,221310926
"274",24,221332514
"275",24,221332515
"276",24,221332516
"277",24,221332517
"278",24,221332518
"279",24,221332519
"280",24,221354106
"281",24,221354107
"282",24,221354108
"283",24,221354109
"284",24,221354110
"285",24,221354111
"286",24,221354112
"287",24,221354113
"288",24,221375698
"289",24,221375699
"290",24,221375700
"291",24,221375701
"292",24,221375702
"293",24,221375703
"294",24,221375704
"295",24,221375705
"296",24,221397291
"297",24,221397292
"298",24,221397293
"299",24,221397294
"300",24,221397295
"301",24,221397296
"302",24,221397297
"303",24,221418884
"304",24,221418885
"305",24,221418886
"306",24,221418887
"307",24,221418888
"308",24,221418895
"309",24,221418896
"310",24,221440476
"311",24,221440477
"312",24,221440478
"313",24,221440479
"314",24,221440480
"315",24,221440481
"316",24,221440482
"317",24,221440483
"318",24,221440484
"319",24,221440485
"320",24,221440487
"321",24,221440488
"322",24,221462068
"323",24,221462069
"324",24,221462070
"325",24,221462071
"326",24,221462072
"327",24,221462073
"328",24,221462074
"329",24,221462075
"330",24,221462076
"331",24,221462077
"332",24,221462078
"333",24,221462079
"334",24,221483660
"335",24,221483661
"336",24,221483662
"337",24,221483663
"338",24,221483664
"339",24,221483665
"340",24,221483666
"341",24,221483667
"342",24,221483668
"343",24,221483669
"344",24,221483670
"345",24,221483671
"346",24,221505254
"347",24,221505257
"348",24,221505259
"349",24,221505260
"350",24,221505261
"351",24,221505262
"352",24,221505263
"353",25,222627900
"354",25,222627901
"355",25,222649491
"356",25,222649492
"357",25,222649493
"358",25,222649494
"359",25,222649495
"360",25,222671084
"361",25,222671085
"362",25,222692677
"363",26,223426833
"364",26,223426835
"365",26,223426836
"366",26,223448424
"367",26,223448425
"368",26,223448426
"369",26,223448427
"370",26,223448428
"371",26,223470017
"372",26,223470018
"373",26,223470019
"374",26,223470020
"375",26,223470021
"376",27,223578015
"377",27,223599606
"378",27,223599607
"379",27,223599608
"380",27,223621199
"381",27,223642791
"382",28,225435305
"383",28,225456897
"384",28,225456898
"385",28,225456899
"386",28,225478489
"387",28,225478490
"388",28,225478491
"389",29,225802285
"390",29,225802286
"391",29,225802287
"392",29,225823877
"393",29,225823878
"394",29,225845469
"395",29,225867061
"396",29,225888653
"397",30,226255626
"398",30,226255627
"399",30,226255628
"400",30,226255629
"401",30,226255630
"402",30,226277216
"403",30,226277217
"404",30,226277218
"405",30,226298808
"406",30,226298809
"407",30,226298810
"408",30,226298811
"409",30,226320400
"410",30,226320401
"411",30,226341992
"412",30,226341993
"413",31,228911546
"414",31,228911547
"415",31,228933138
"416",31,228933139
"417",31,228954731
"418",31,228976322
"419",31,228976323
"420",32,229580354
"421",32,229580355
"422",32,229601945
"423",32,229601946
"424",32,229601947
"425",32,229623537
"426",32,229623538
"427",32,229623539
"428",32,229645131
"429",33,229990829
"430",33,229990830
"431",33,229990831
"432",33,229990832
"433",33,230012421
"434",33,230034012
"435",33,230034013
"436",33,230055605
"437",34,231243526
"438",34,231243527
"439",34,231265118
"440",34,231265119
"441",34,231286710
"442",34,231286711
"443",34,231308303
"444",34,231329895
"445",34,231351487
"446",34,231373079
"447",34,231394671
"448",34,231394672
"449",34,231416263
"450",34,231416264
"451",35,232344191
"452",35,232365783
"453",35,232387375
"454",35,232408965
"455",35,232408966
"456",35,232408967
"457",36,233704873
"458",36,233704874
"459",36,233704875
"460",36,233726465
"461",36,233726466
"462",36,233726467
"463",36,233726468
"464",36,233726469
"465",36,233726470
"466",36,233748058
"467",36,233748059
"468",36,233748060
"469",36,233748061
"470",37,234827224
"471",37,234848816
"472",37,234870408
"473",37,234892000
"474",37,234892001
"475",38,236403606
"476",38,236403607
"477",38,236403608
"478",38,236403609
"479",38,236425200
"480",39,246508470
"481",39,246508471
"482",39,246508472
"483",39,246508473
"484",39,246508474
"485",39,246530064
"486",39,246530065
"487",40,248343821
"488",40,248343822
"489",40,248365413
"490",40,248365414
"491",40,248365415
"492",40,248387006
"493",41,250826718
"494",41,250848310
"495",41,250848311
"496",41,250848312
"497",41,250848313
"498",42,251474550
"499",42,251474551
"500",42,251474552
"501",42,251496141
"502",42,251496142
"503",42,251496143
"504",43,252856286
"505",43,252877876
"506",43,252877877
"507",43,252877878
"508",43,252877879
"509",44,252877865
"510",44,252877866
"511",44,252899457
"512",44,252899458
"513",44,252899459
"514",45,253051150
"515",45,253051151
"516",45,253072742
"517",45,253072743
"518",45,253094335
"519",45,253115927
"520",46,253309706
"521",46,253331298
"522",46,253331299
"523",46,253331300
"524",46,253352891
"525",46,253352892
"526",47,253569129
"527",47,253569130
"528",47,253569131
"529",47,253569132
"530",47,253590722
"531",47,253590723
"532",47,253590724
"533",47,253612314
"534",47,253612315
"535",48,255728559
"536",48,255728560
"537",48,255750152
"538",48,255771743
"539",48,255771744
"540",49,83382110
"541",49,83403702
"542",49,83425294
"543",49,83425295
"544",49,83425296
"545",49,83446887
"546",49,83446888
"547",49,83468480
"548",49,83468481
"549",49,83490072
"550",49,83490073
"551",49,83511664
"552",49,83511665
"553",50,87635391
"554",50,87656982
"555",50,87656983
"556",50,87656984
"557",50,87656985
"558",50,87678575
"559",51,88196605
"560",51,88196607
"561",51,88196608
"562",51,88218197
"563",51,88218198
"564",51,88218199
"565",51,88218200
"566",51,88239789
"567",51,88239791
"568",51,88239792
"569",52,88801463
"570",52,88801464
"571",52,88801465
"572",52,88801468
"573",52,88801469
"574",52,88823054
"575",52,88823055
"576",52,88823056
"577",52,88823057
"578",52,88823060
"579",52,88823061
"580",52,88823062
"581",52,88844647
"582",52,88844648
"583",52,88844649
"584",52,88844650
"585",52,88844651
"586",52,88844652
"587",52,88844653
"588",52,88844654
"589",52,88866239
"590",52,88866240
"591",52,88866241
"592",52,88866242
"593",52,88866243
"594",52,88866244
"595",52,88866245
"596",52,88866246
"597",52,88887831
"598",52,88887832
"599",52,88887833
"600",52,88887836
"601",52,88909423
"602",52,88909424
"603",52,88909425
"604",52,88909426
"605",52,88909427
"606",52,88909428
"607",52,88931014
"608",52,88931015
"609",52,88931016
"610",52,88931017
"611",52,88931018
"612",52,88931019
"613",52,88931020
"614",52,88952608
"615",52,88952609
"616",52,88952610
"617",52,88952611
"618",52,88952612
"619",52,88974200
"620",52,88974201
"621",52,88974202
"622",52,88974203
"623",52,88974204
"624",53,88931040
"625",53,88931041
"626",53,88952631
"627",53,88952632
"628",53,88952633
"629",53,88974223
"630",53,88974224
"631",53,88974225
"632",53,88995816
"633",53,89017407
"634",53,89017408
"635",53,89017409
"636",53,89017410
"637",53,89038999
"638",53,89039000
"639",53,89039001
"640",53,89039002
"641",53,89060590
"642",53,89060591
"643",53,89060592
"644",53,89060593
"645",53,89060594
"646",53,89060595
"647",53,89082183
"648",53,89082184
"649",53,89082185
"650",53,89082186
"651",53,89082187
"652",53,89082188
"653",53,89103775
"654",53,89103776
"655",53,89103777
"656",53,89103778
"657",53,89103779
"658",53,89103780
"659",53,89125367
"660",53,89125368
"661",53,89125369
"662",53,89125370
"663",53,89125371
"664",53,89125372
"665",53,89146960
"666",53,89146961
"667",53,89146962
"668",53,89146963
"669",53,89168552
"670",53,89168553
"671",53,89168554
"672",54,91305845
"673",54,91305846
"674",54,91327437
"675",54,91327438
"676",54,91327439
"677",54,91349030
"678",54,91349031
"679",54,91349032
"680",55,102015363
"681",55,102015364
"682",55,102015365
"683",55,102015366
"684",55,102015367
"685",55,102036958
"686",56,102058543
"687",56,102058544
"688",56,102058545
"689",56,102080135
"690",56,102080136
"691",56,102080137
"692",56,102101727
"693",56,102101728
"694",56,102101729
"695",56,102101730
"696",56,102101731
"697",56,102123318
"698",56,102123319
"699",56,102123320
"700",56,102123321
"701",56,102123322
"702",56,102144910
"703",56,102144911
"704",56,102144912
"705",56,102144913
"706",56,102144914
"707",56,102166502
"708",56,102166503
"709",56,102166504
"710",56,102166505
"711",56,102166506
"712",56,102188094
"713",56,102188095
"714",56,102188096
"715",56,102188097
"716",56,102188098
"717",56,102209685
"718",56,102209686
"719",56,102209687
"720",56,102209688
"721",56,102209689
"722",56,102209690
"723",56,102231278
"724",56,102231279
"725",56,102231280
"726",56,102231281
"727",56,102231282
"728",56,102252873
"729",56,102252874
"730",56,102252875
"731",56,102274466
"732",56,102296058
"733",56,102296059
"734",57,103051785
"735",57,103051786
"736",57,103073377
"737",57,103073378
"738",57,103094969
"739",57,103094970
"740",57,103116561
"741",57,103116562
"742",58,103375663
"743",58,103397254
"744",58,103397255
"745",58,103418846
"746",58,103418847
"747",58,103440435
"748",58,103440436
"749",58,103440437
"750",58,103440438
"751",58,103440439
"752",58,103462028
"753",58,103462029
"754",58,103462030
"755",58,103462031
"756",58,103483623
"757",59,105729327
"758",59,105750919
"759",59,105750920
"760",59,105772512
"761",59,105794104
"762",60,106700957
"763",60,106722548
"764",60,106722549
"765",60,106722550
"766",60,106744142
"767",61,106701031
"768",61,106722621
"769",61,106722622
"770",61,106722623
"771",61,106744213
"772",61,106744214
"773",61,106744215
"774",61,106765805
"775",61,106765806
"776",61,106765807
"777",61,106787397
"778",61,106787398
"779",61,106787399
"780",61,106808989
"781",61,106808990
"782",61,106808991
"783",61,106830581
"784",61,106830582
"785",61,106852173
"786",61,106852174
"787",61,106873764
"788",61,106873765
"789",62,107262370
"790",62,107262371
"791",62,107262372
"792",62,107283962
"793",62,107283963
"794",62,107283964
"795",62,107305553
"796",62,107305554
"797",62,107327145
"798",62,107327146
"799",62,107327147
"800",62,107327148
"801",62,107348739
"802",62,107348740
"803",62,107370331
"804",62,107370332
"805",62,107391923
"806",62,107391924
"807",62,107413515
"808",62,107413516
"809",63,110781760
"810",63,110781761
"811",63,110803352
"812",63,110803353
"813",63,110824944
"814",64,112962390
"815",64,112962391
"816",64,112962392
"817",64,112983982
"818",64,112983983
"819",64,113005574
"820",64,113005575
"821",64,113027166
"822",64,113027167
"823",64,113027168
"824",64,113048758
"825",64,113048759
"826",65,121059442
"827",65,121059443
"828",65,121059444
"829",65,121081034
"830",65,121081035
"831",65,121081036
"832",65,121081037
"833",65,121081038
"834",65,121081039
"835",65,121102624
"836",65,121102625
"837",65,121102626
"838",65,121124217
"839",66,122959595
"840",66,122959596
"841",66,122959597
"842",66,122981188
"843",66,122981189
"844",66,123002780
"845",66,123002781
"846",66,123024372
"847",67,124751530
"848",67,124773121
"849",67,124773122
"850",67,124794713
"851",67,124794714
"852",67,124794715
"853",67,124794716
"854",67,124794717
"855",67,124794718
"856",67,124816302
"857",67,124816303
"858",67,124816304
"859",67,124816305
"860",67,124816310
"861",67,124837894
"862",67,124837895
"863",67,124837896
"864",67,124837897
"865",67,124837902
"866",67,124859486
"867",67,124859487
"868",67,124859488
"869",67,124859489
"870",67,124859491
"871",67,124859492
"872",67,124859493
"873",67,124859494
"874",67,124881077
"875",67,124881078
"876",67,124881079
"877",67,124881080
"878",67,124881083
"879",67,124881084
"880",67,124881085
"881",67,124881086
"882",67,124902670
"883",67,124902672
"884",67,124902675
"885",67,124902676
"886",67,124902677
"887",67,124902678
"888",67,124924263
"889",67,124924264
"890",67,124924265
"891",67,124924266
"892",67,124924267
"893",67,124924268
"894",67,124924269
"895",67,124924270
"896",67,124924271
"897",67,124945855
"898",67,124945857
"899",67,124945858
"900",67,124945859
"901",67,124945860
"902",67,124945862
"903",67,124967447
"904",67,124967448
"905",67,124967449
"906",67,124967450
"907",67,124967451
"908",67,124967452
"909",67,124967453
"910",67,124967454
"911",67,124989038
"912",67,124989039
"913",67,124989043
"914",67,124989044
"915",67,124989045
"916",67,124989046
"917",67,125010629
"918",67,125010630
"919",67,125010631
"920",67,125010632
"921",67,125010633
"922",67,125010634
"923",67,125010635
"924",67,125010636
"925",67,125032221
"926",67,125032222
"927",67,125032223
"928",67,125032224
"929",67,125032226
"930",67,125053814
"931",67,125053815
"932",67,125053816
"933",67,125053817
"934",67,125053818
"935",67,125075407
"936",67,125075409
"937",67,125075410
"938",67,125075411
"939",67,125075412
"940",67,125097001
"941",67,125097002
"942",67,125097004
"943",67,125118593
"944",67,125140185
"945",68,126176631
"946",68,126176632
"947",68,126198223
"948",68,126198224
"949",68,126198225
"950",68,126198226
"951",68,126198227
"952",68,126198228
"953",68,126219817
"954",68,126219818
"955",68,126219819
"956",69,126133458
"957",69,126155049
"958",69,126155050
"959",69,126155051
"960",69,126176641
"961",69,126176642
"962",69,126198234
"963",69,126219826
"964",69,126219827
"965",70,136346462
"966",70,136346463
"967",70,136368053
"968",70,136368054
"969",70,136368055
"970",70,136368056
"971",70,136368057
"972",70,136368058
"973",70,136389643
"974",70,136389644
"975",70,136389645
"976",70,136389646
"977",70,136389647
"978",70,136389648
"979",70,136389649
"980",70,136411234
"981",70,136411235
"982",70,136411236
"983",70,136411237
"984",70,136411238
"985",70,136411239
"986",70,136411240
"987",70,136411241
"988",70,136411242
"989",70,136432826
"990",70,136432827
"991",70,136432828
"992",70,136432830
"993",70,136432831
"994",70,136432832
"995",70,136432833
"996",70,136432834
"997",70,136454414
"998",70,136454415
"999",70,136454416
"1000",70,136454417
"1001",70,136454418
"1002",70,136454419
"1003",70,136454420
"1004",70,136454421
"1005",70,136454422
"1006",70,136454423
"1007",70,136454424
"1008",70,136454425
"1009",70,136476006
"1010",70,136476007
"1011",70,136476008
"1012",70,136476009
"1013",70,136476010
"1014",70,136476011
"1015",70,136476012
"1016",70,136476013
"1017",70,136476014
"1018",70,136476015
"1019",70,136476016
"1020",70,136476017
"1021",70,136497597
"1022",70,136497598
"1023",70,136497599
"1024",70,136497600
"1025",70,136497601
"1026",70,136497602
"1027",70,136497603
"1028",70,136497604
"1029",70,136497605
"1030",70,136497606
"1031",70,136497607
"1032",70,136497608
"1033",70,136497609
"1034",70,136519189
"1035",70,136519190
"1036",70,136519191
"1037",70,136519192
"1038",70,136519193
"1039",70,136519195
"1040",70,136519196
"1041",70,136519197
"1042",70,136519198
"1043",70,136519200
"1044",70,136540779
"1045",70,136540780
"1046",70,136540781
"1047",70,136540782
"1048",70,136540783
"1049",70,136540784
"1050",70,136540785
"1051",70,136540786
"1052",70,136540787
"1053",70,136540788
"1054",70,136540789
"1055",70,136540790
"1056",70,136562370
"1057",70,136562371
"1058",70,136562372
"1059",70,136562373
"1060",70,136562374
"1061",70,136562377
"1062",70,136562378
"1063",70,136562380
"1064",70,136583962
"1065",70,136583963
"1066",70,136583964
"1067",70,136583966
"1068",70,136583967
"1069",70,136583968
"1070",70,136583969
"1071",70,136583970
"1072",70,136583971
"1073",70,136605558
"1074",70,136605559
"1075",70,136605560
"1076",70,136605561
"1077",70,136605562
"1078",70,136627150
"1079",70,136627151
"1080",70,136627152
"1081",70,136648741
"1082",70,136648742
"1083",71,157614210
"1084",71,157614211
"1085",71,157614212
"1086",71,157614213
"1087",71,157635804
"1088",71,157635805
"1089",72,163919030
"1090",72,163919031
"1091",72,163919032
"1092",72,163940623
"1093",72,163940624
"1094",73,163595143
"1095",73,163595144
"1096",73,163616735
"1097",73,163638325
"1098",73,163638326
"1099",73,163638327
"1100",73,163659915
"1101",73,163659916
"1102",73,163659917
"1103",73,163659918
"1104",73,163659919
"1105",73,163681508
"1106",73,163681509
"1107",73,163681510
"1108",73,163681511
"1109",73,163703100
"1110",73,163703101
"1111",73,163703102
"1112",73,163703103
"1113",73,163724692
"1114",73,163724693
"1115",73,163724694
"1116",73,163724695
"1117",73,163746284
"1118",73,163746285
"1119",73,163746286
"1120",73,163746287
"1121",73,163767876
"1122",73,163767877
"1123",73,163767878
"1124",73,163767879
"1125",73,163789461
"1126",73,163789462
"1127",73,163789467
"1128",73,163789468
"1129",73,163789469
"1130",73,163789470
"1131",73,163811053
"1132",73,163811054
"1133",73,163811056
"1134",73,163811057
"1135",73,163811058
"1136",73,163811059
"1137",73,163811060
"1138",73,163811061
"1139",73,163811062
"1140",73,163832644
"1141",73,163832645
"1142",73,163832646
"1143",73,163832647
"1144",73,163832648
"1145",73,163832649
"1146",73,163832650
"1147",73,163832651
"1148",73,163832652
"1149",73,163832653
"1150",73,163832654
"1151",73,163854236
"1152",73,163854237
"1153",73,163854238
"1154",73,163854239
"1155",73,163854240
"1156",73,163854241
"1157",73,163854242
"1158",73,163854243
"1159",73,163854244
"1160",73,163854245
"1161",73,163854246
"1162",73,163854247
"1163",73,163875828
"1164",73,163875829
"1165",73,163875830
"1166",73,163875831
"1167",73,163875832
"1168",73,163875833
"1169",73,163875834
"1170",73,163875835
"1171",73,163875836
"1172",73,163875839
"1173",73,163897425
"1174",73,163897426
"1175",73,163897427
"1176",73,163897428
"1177",73,163919017
"1178",73,163919018
"1179",73,163919019
"1180",73,163919022
"1181",73,163940610
"1182",73,163940611
"1183",73,163940613
"1184",73,163940614
"1185",73,163940615
"1186",73,163940616
"1187",73,163940617
"1188",73,163962201
"1189",73,163962202
"1190",73,163962203
"1191",73,163962204
"1192",73,163962205
"1193",73,163962206
"1194",73,163962207
"1195",73,163983793
"1196",73,163983794
"1197",73,163983795
"1198",73,163983796
"1199",73,163983797
"1200",73,163983798
"1201",73,163983799
"1202",73,164005386
"1203",73,164005387
"1204",73,164005388
"1205",73,164005389
"1206",73,164005390
"1207",73,164005391
"1208",73,164026978
"1209",73,164026979
"1210",73,164026980
"1211",73,164026981
"1212",73,164026982
"1213",73,164026983
"1214",74,168151099
"1215",74,168151100
"1216",74,168172692
"1217",74,168172693
"1218",74,168194284
"1219",74,168215876
"1220",74,168215877
"1221",74,168237468
"1222",75,168323832
"1223",75,168323833
"1224",75,168345424
"1225",75,168345425
"1226",75,168367016
"1227",75,168388607
"1228",75,168388608
"1229",76,168885186
"1230",76,168885187
"1231",76,168885188
"1232",76,168885189
"1233",76,168885190
"1234",76,168906776
"1235",76,168906778
"1236",76,168906779
"1237",76,168906780
"1238",76,168906781
"1239",76,168906782
"1240",76,168928368
"1241",76,168928370
"1242",76,168928371
"1243",76,168928372
"1244",76,168928373
"1245",76,168928374
"1246",76,168949959
"1247",76,168949960
"1248",76,168949962
"1249",76,168949963
"1250",76,168949964
"1251",76,168949965
"1252",76,168971551
"1253",76,168971552
"1254",76,168971553
"1255",76,168971554
"1256",76,168993144
"1257",76,168993145
"1258",76,169014735
"1259",76,169014736
"1260",76,169014738
"1261",76,169036327
"1262",76,169036328
"1263",76,169036329
"1264",76,169036330
"1265",76,169036331
"1266",76,169036334
"1267",76,169057920
"1268",76,169057921
"1269",76,169057923
"1270",76,169057924
"1271",76,169057925
"1272",76,169057926
"1273",77,169446627
"1274",77,169468217
"1275",77,169468218
"1276",77,169468219
"1277",77,169489809
"1278",77,169489810
"1279",77,169489811
"1280",77,169489812
"1281",77,169511403
"1282",77,169532995
"1283",78,169619735
"1284",78,169619736
"1285",78,169641325
"1286",78,169641326
"1287",78,169641327
"1288",78,169641328
"1289",78,169641329
"1290",78,169662919
"1291",78,169662921
"1292",78,169662922
"1293",78,169684510
"1294",78,169684511
"1295",78,169684514
"1296",78,169706102
"1297",78,169706103
"1298",79,169684051
"1299",79,169684052
"1300",79,169705641
"1301",79,169705642
"1302",79,169705643
"1303",79,169727232
"1304",79,169727233
"1305",79,169727234
"1306",79,169727235
"1307",79,169748823
"1308",79,169748824
"1309",79,169748825
"1310",79,169748826
"1311",79,169770415
"1312",79,169770416
"1313",79,169770417
"1314",79,169770418
"1315",79,169770419
"1316",79,169792009
"1317",79,169792010
"1318",79,169792011
"1319",80,170331799
"1320",80,170331802
"1321",80,170353391
"1322",80,170353392
"1323",80,170353394
"1324",80,170374983
"1325",80,170374984
"1326",80,170374985
"1327",80,170374986
"1328",80,170396576
"1329",80,170396577
"1330",80,170396578
"1331",80,170418166
"1332",80,170418167
"1333",80,170418168
"1334",80,170418169
"1335",80,170418170
"1336",80,170418171
"1337",80,170418172
"1338",80,170439753
"1339",80,170439754
"1340",80,170439755
"1341",80,170439756
"1342",80,170439757
"1343",80,170439758
"1344",80,170439759
"1345",80,170439760
"1346",80,170439761
"1347",80,170439762
"1348",80,170461345
"1349",80,170461346
"1350",80,170461347
"1351",80,170461348
"1352",80,170461349
"1353",80,170461350
"1354",80,170461351
"1355",80,170461352
"1356",80,170461353
"1357",80,170461354
"1358",80,170482943
"1359",80,170482944
"1360",80,170482945
"1361",81,170439748
"1362",81,170461340
"1363",81,170482931
"1364",81,170482932
"1365",81,170504519
"1366",81,170504520
"1367",81,170504521
"1368",81,170504522
"1369",81,170504523
"1370",81,170526109
"1371",81,170526110
"1372",81,170526112
"1373",81,170526113
"1374",81,170526114
"1375",81,170526115
"1376",81,170547701
"1377",81,170547702
"1378",81,170547703
"1379",81,170547704
"1380",81,170547705
"1381",81,170547706
"1382",81,170547707
"1383",81,170547708
"1384",81,170569297
"1385",81,170569298
"1386",82,170720411
"1387",82,170720412
"1388",82,170742003
"1389",82,170742004
"1390",82,170742005
"1391",82,170763595
"1392",82,170763596
"1393",82,170763597
"1394",82,170785187
"1395",83,172729003
"1396",83,172729004
"1397",83,172729005
"1398",83,172750595
"1399",83,172750596
"1400",83,172750597
"1401",83,172772189
"1402",83,172772191
"1403",83,172793781
"1404",83,172793783
"1405",83,172815373
"1406",83,172815374
"1407",83,172815375
"1408",84,175816266
"1409",84,175816267
"1410",84,175816268
"1411",84,175816269
"1412",84,175837857
"1413",84,175837859
"1414",84,175837860
"1415",84,175859449
"1416",84,175859450
"1417",84,175859451
"1418",85,178580249
"1419",85,178580250
"1420",85,178601839
"1421",85,178601841
"1422",85,178601842
"1423",85,178623431
"1424",85,178623432
"1425",85,178623433
"1426",85,178623434
"1427",86,178645177
"1428",86,178645178
"1429",86,178645179
"1430",86,178666769
"1431",86,178666770
"1432",86,178666771
"1433",86,178688361
"1434",86,178688362
"1435",86,178688363
"1436",86,178709953
"1437",86,178709954
"1438",86,178709955
"1439",86,178731546
"1440",86,178731547
"1441",86,178731548
"1442",86,178753139
"1443",86,178753140
"1444",86,178753141
"1445",86,178753142
"1446",86,178774731
"1447",86,178774733
"1448",86,178774734
"1449",86,178774735
"1450",86,178774736
"1451",86,178796323
"1452",86,178796325
"1453",86,178796326
"1454",86,178817918
"1455",86,178839510
"1456",87,179292853
"1457",87,179314443
"1458",87,179314444
"1459",87,179314445
"1460",87,179336035
"1461",87,179336036
"1462",87,179336037
"1463",87,179357627
"1464",87,179357628
"1465",87,179357629
"1466",87,179379219
"1467",87,179379220
"1468",87,179379221
"1469",88,179486799
"1470",88,179486800
"1471",88,179508391
"1472",88,179508392
"1473",88,179508393
"1474",88,179529983
"1475",88,179529984
"1476",88,179529985
"1477",88,179551574
"1478",88,179551575
"1479",88,179551576
"1480",88,179551577
"1481",88,179551578
"1482",88,179551579
"1483",88,179551580
"1484",88,179573168
"1485",88,179573169
"1486",89,180264333
"1487",89,180264334
"1488",89,180285924
"1489",89,180285925
"1490",89,180285926
"1491",89,180285927
"1492",90,180113141
"1493",90,180113142
"1494",90,180113145
"1495",90,180113146
"1496",90,180134733
"1497",90,180134734
"1498",90,180134735
